ID,name,product_type,skin_type,price,rating
450,#139 False Eyelashes,False Eyelashes,oily,98.2,2.7
451,#14 False Eyelashes,False Eyelashes,sensitive,65.3,1.9
452,#140 False Eyelashes,False Eyelashes,dry,21.1,2.7
453,#141 False Eyelashes,False Eyelashes,oily,73.6,2.0
454,#142 False Eyelashes,False Eyelashes,oily,62.6,2.6
455,#143 False Eyelashes,False Eyelashes,oily,122.5,3.8
456,#144 False Eyelashes,False Eyelashes,sensitive,20.5,2.5
457,#145 False Eyelashes,False Eyelashes,dry,15.0,1.0
458,#146 False Eyelashes,False Eyelashes,oily,126.6,1.6
459,#147 False Eyelashes,False Eyelashes,dry,146.1,1.9
460,#148 False Eyelashes,False Eyelashes,dry,111.9,3.2
461,#149 False Eyelashes,False Eyelashes,oily,79.6,2.4
462,#15 False Eyelashes,False Eyelashes,oily,78.3,2.2
463,#150 False Eyelashes,False Eyelashes,dry,30.9,2.9
464,#151 False Eyelashes,False Eyelashes,oily,123.3,2.4
465,#152 False Eyelashes,False Eyelashes,dry,24.9,2.5
466,#153 False Eyelashes,False Eyelashes,dry,121.9,1.4
467,#154 False Eyelashes,False Eyelashes,dry,135.1,2.8
468,#156 False Eyelashes,False Eyelashes,sensitive,123.7,2.7
469,#157 False Eyelashes,False Eyelashes,oily,110.6,2.1
470,#158 False Eyelashes,False Eyelashes,oily,93.9,1.9
471,#21 False Eyelashes,False Eyelashes,oily,34.7,2.2
472,#22 False Eyelashes,False Eyelashes,oily,114.8,1.7
473,#23 False Eyelashes,False Eyelashes,dry,135.4,1.0
474,#26 False Eyelashes,False Eyelashes,dry,56.5,1.9
475,#27 False Eyelashes,False Eyelashes,sensitive,96.9,3.4
476,#30 False Eyelashes,False Eyelashes,sensitive,121.7,2.7
477,#31 False Eyelashes,False Eyelashes,dry,24.5,3.0
478,#51 False Eyelashes,False Eyelashes,oily,74.7,2.8
479,#9 False Eyelashes,False Eyelashes,sensitive,133.2,2.9
480,Holodiam False Eyelashes,False Eyelashes,sensitive,46.1,2.2
481,Andrea Eyelash Adhesive Waterproof Clear Tone,False Eyelash Adhesive,oily,115.9,3.4
482,Crystal Strass,Loose,sensitive,45.6,3.4
483,Extra Large Size Glitters,Loose,sensitive,128.7,3.0
484,Fine Size Glitters,Loose,dry,148.1,1.0
485,Glitters,Loose,dry,106.2,0.2
486,Medium Size Glitters,Loose,oily,71.8,3.3
487,Graphic Glitters,Loose,sensitive,136.9,3.3
488,Star Glitters,Loose,sensitive,115.3,3.0
489,Strass,Loose,oily,71.7,2.0
490,Uplight,Cream,oily,57.4,1.1
491,Compact Shine On,Powder,oily,147.6,3.5
492,Moisturizing Lip Balm,Lip Balm,dry,45.5,2.5
493,Glossy Full Couleur,Lipgloss,oily,89.1,0.7
494,Lab Shine,Lipgloss,oily,85.3,1.3
495,Super Lip Gloss,Lipgloss,oily,130.0,2.1
496,Aqua Lip Liner,Pencil,sensitive,142.2,3.5
497,Lip Liner Pencil,Pencil,dry,94.7,3.2
498,Lip Liner Perfector,Pencil,sensitive,129.4,2.5
499,Rouge Artist Intense Lipstick,Lipstick,sensitive,111.3,1.9
500,Rouge Artist Natural Lipstick,Lipstick,dry,146.2,2.7
501,Aqua Rouge,Liquid,sensitive,114.0,1.5
502,Lengthening Mascara,Lengthening,dry,101.0,3.3
503,Aqua Smoky Lash,Volumizing,dry,81.2,3.1
504,Smoky Lash,Volumizing,sensitive,135.8,0.8
505,Cool Lotion,Lotion,sensitive,76.9,2.9
506,Metal Powder Professional Size,Loose Finishing,oily,127.1,2.6
507,HD Powder,Pressed Finishing,sensitive,51.6,3.9
508,#155 Eye Seal,Eye,sensitive,47.2,1.8
509,Lash Fibers,Eye,sensitive,52.4,2.9
510,All Mat,Face,oily,68.5,2.1
511,HD Primer,Face,oily,118.2,3.3
512,Mist & Fix,Face,sensitive,13.2,2.5
513,Stop Shining +,Face,dry,110.0,2.8
514,UV Prime SPF 50/PA +++,Face,dry,42.1,2.8
515,HD Elixir,Hydrating,dry,62.8,2.8
516,Eyelash Curler,Eyelash Curler,dry,98.3,2.4
517,Double Ended Metal Spatula,Tools,sensitive,62.7,1.5
518,Duo Eyelash Adhesive Waterproof Darktone,Tools,oily,147.4,2.5
519,Duo Eyelash Adhesive Waterproof Whitetone,Tools,oily,109.3,3.0
520,Ellipse Sponge,Face,dry,25.6,2.1
521,HD Sponge,Face,dry,37.0,2.9
522,Rhodoid Spatula,Tools,dry,98.4,3.0
523,Round Synthetic Sponge,Face,sensitive,56.8,2.3
524,Double Barrel Pencil Sharpener,Sharpener,sensitive,23.3,2.4
525,Pencil Sharpener,Sharpener,sensitive,86.5,3.5
526,Tweezer,Tweezers,oily,115.5,1.6
527,Eyeshadow Palette,Eye Palette,sensitive,75.8,1.2
528,Star Powder,Loose,dry,90.3,3.9
529,Aqua Shadow,Pencil,sensitive,59.1,2.8
530,Eyecolor,Loose,sensitive,88.2,1.8
531,Round the Clock Eyeliner,Pencil,oily,16.6,1.4
532,100% Natural Lipgloss,Lipgloss,sensitive,115.2,2.2
533,All-Over Face Color,Loose,sensitive,138.5,2.4
534,Pretty Amazing Lip Color,Liquid,dry,69.1,2.0
535,100% Natural Lipcolor,Lipstick,oily,78.6,1.1
536,Loud & Clear Lip Sheer,Tinted,dry,50.5,2.9
537,Blush,Loose,sensitive,66.4,2.2
538,Flawless Definition Mascara,Lengthening,oily,26.0,2.5
539,Liner Shadow,Powder,oily,13.4,4.2
540,Brow Color,Powder,dry,92.2,2.4
542,Flawless Definition Volumizing Mascara,Volumizing,oily,75.5,3.3
543,Flawless Definition Waterproof Mascara,Lengthening,oily,105.1,0
544,Flawless Defintion Mascara,Lengthening,sensitive,11.8,2.8
545,High Shine Eyecolor,Loose,oily,42.9,0.5
546,Prime Time Primer Shadow,Cream,oily,68.0,3.5
548,Marvelous Moxie Lipgloss,Lipgloss,dry,95.5,3.2
549,100% Natural Lipliner,Pencil,dry,83.4,2.4
550,SPF 30 Natural Sunscreen,Powder,dry,35.6,0
551,Advanced Protection SPF 20 Moisturizer: Combination Skin,Lotion,dry,105.2,2.0
552,Advanced Protection SPF 20 Moisturizer: Normal to Dry Skin,Lotion,sensitive,25.0,2.5
553,SPF 25 Mineral Veil,Loose Finishing,sensitive,11.8,2.8
554,READY Blush,Powder,oily,93.3,2.9
555,READY Bronzer,Powder,dry,101.9,1.5
556,READY SPF 15 Touch Up Veil,Loose Finishing,dry,16.2,2.1
558,Angled,Face,sensitive,21.4,3.2
559,Angled Blush,Face,sensitive,38.0,4.6
560,Angled Liner Shadow,Eye,oily,89.0,3.3
561,Baby Buki,Face,dry,33.0,0
562,Blending,Eye,sensitive,47.1,2.4
563,Bronzing Mineral Veil SPF 25,Loose Finishing,sensitive,64.0,2.9
564,Brushless Mascara,Natural,dry,134.4,3.0
565,Buff & Go,Face,dry,127.6,2.4
566,Contour Shadow, Eye,oily,113.1,2.5
567,Crease Defining,Eye,sensitive,24.6,3.1
568,Double-Ended Precision,Eye,oily,63.3,2.5
569,Exfoliating Treatment Cleanser,Facial Exfoliator,oily,125.7,2.6
570,Exfoliating Treatment Cleanser Travel Size,Facial Exfoliator,dry,66.1,2.4
571,Double-Ended Shaping,Eye,sensitive,105.4,2.1
572,Extra Firming Neck Cream,Cream,sensitive,132.4,2.0
573,Eye Defining,Eye,sensitive,136.8,1.4
574,Eyelash Comb, Eye,sensitive,80.2,1.9
575,Eyelash Curler,Eyelash Curler,sensitive,115.6,1.5
576,Eyeliner,Eye,sensitive,139.5,1.4
577,Eyeliner Sharpener,Sharpener,oily,52.8,2.9
578,Firming Eye Treatment,Eye Cream,oily,140.0,3.8
579,First Base Lip Balm,with SPF,sensitive,108.5,2.8
580,Flathead Shadow,Eye,sensitive,138.7,4.2
581,Flawless Application,Face,oily,122.4,1.7
582,Flawless Radiance,Face,dry,118.9,2.3
583,Full Coverage Kabuki,Face,sensitive,147.1,2.3
584,Full Edged Liner,Eye,sensitive,60.9,2.9
585,Full Flawless Application,Face,dry,125.3,4.0
586,Full Tapered Shadow,Eye,sensitive,107.4,2.9
587,Handy Buki,Face,dry,58.8,2.2
588,Heavenly,Face,dry,129.4,4.2
589,Heavenly Liner Blending,Eye,oily,107.9,1.7
590,Heavenly Shadow,Eye,sensitive,37.8,3.0
591,Hydrate & Brighten,Face,sensitive,45.7,4.2
592,Instant Waterproof Eye Makeup Remover,Makeup Remover,oily,81.7,1.7
593,Intensive Glow Pads Brightening Treatment,Pad,sensitive,146.2,3.4
594,Jumbo-sized Purely Nourishing Moisturizer: Combo Skin,Lotion,dry,43.0,1.9
595,Lash Builder,Eyelash,oily,77.2,2.6
596,Light Stroke,Face,dry,105.8,3.4
597,Makeup Remover Wipes,Wipe,oily,129.6,2.6
598,Maximum Coverage,Face,dry,14.2,1.9
599,Maxium Coverage Concealer,Face,sensitive,130.5,1.9
600,Multi-Wrinkle Repair,Cream,sensitive,108.9,1.8
601,Precision, Face,dry,102.5,4.5
602,Precision Concealer,Face,dry,76.3,2.0
603,Prime Time Brightening Foundation Primer,Face,oily,84.6,1.6
604,Prime Time Eyelid Primer,Eye,dry,67.0,2.8
605,Prime Time Foundation Primer,Face,sensitive,16.4,2.0
606,Prime Time Neutralizing Foundation Primer,Face,oily,146.6,2.6
607,Prime Time Oil Control Foundation Primer,Face,oily,78.1,3.1
608,Purely Nourishing Moisturizer: Combination Skin,Lotion,oily,33.0,3.4
609,Purely Nourishing Moisturizer: Normal to Dry Skin,Lotion,dry,143.4,3.5
610,Purifying Facial Cleanser,Makeup Remover,oily,18.8,2.8
611,Quick Change Brush Cleaner,Brush Cleanser,dry,64.6,1.7
612,Redness Remedy,Loose,dry,23.3,1.4
613,Refillable Buffing,Face,dry,63.8,3.1
614,Renew & Hydrate Eye Cream,Eye Cream,sensitive,116.1,2.2
615,Retractable Flawless,Face,sensitive,65.6,2.8
616,Retractable Precision,Face,oily,67.1,2.7
617,Shine Control Sheets,Wipe,oily,114.6,3.0
618,Skin Rev-er Upper,Face,sensitive,144.9,2.6
619,Slanted Eyeliner,Eye,sensitive,12.7,2.4
620,Soft Focus,Face,dry,42.2,2.3
621,Soft Focus Liner,Eye,dry,117.2,2.7
622,Soft Focus Shadow,Eye,dry,75.3,3.5
623,Tapered Blush,Face,sensitive,115.1,1.6
624,Tapered Shadow,Eye,dry,114.0,0.8
625,Well-Cared For Brush Conditioning Shampoo,Brush Cleanser,dry,35.7,1.9
626,Wet/Dry Shadow,Eye,oily,53.6,1.7
627,Wrinkle Concentrate,Cream,oily,104.0,2.1
628,READY Makeup Palette,Makeup Palette,sensitive,133.2,2.2
629,Marvelous Moxie Lipgloss Palette,Lip Palette,oily,87.6,2.1
630,READY Eyeshadow,Powder,sensitive,84.3,2.4
631,READY Eyeshadow Quad,Eye Palette,oily,143.4,2.3
632,READY Eyeshadow Duo,Eye Palette,sensitive,139.1,1.6
633,10,Powder,oily,74.9,2.7
634,BADgal Brown Mascara,Volumizing,oily,83.3,2.6
635,BADgal kohl pencil,Pencil,dry,123.3,2.4
636,BADgal Lash mascara,Volumizing,sensitive,95.0,3.1
637,BADgal Liner Waterproof,Pencil,oily,106.3,1.9
638,BADgal Plum Mascara,Volumizing,oily,55.8,1.8
639,BADgal Waterproof Mascara,Volumizing,oily,123.2,2.7
640,Benetint,Pot,dry,64.6,2.3
641,Benetint Lip Balm SPF 15,Tinted,sensitive,68.4,1.6
642,Blush,Face,dry,92.2,1.2
644,Box oâ€™ Powder,Powder,oily,109.8,3.8
645,California Kissin',Lipgloss,sensitive,132.2,2.4
646,Chachatint,Pot,dry,134.1,3.4
647,Concealer,Face,sensitive,76.7,2.9
648,Cream Shadow,Eye,dry,61.4,0
649,Creaseless Cream Eyeshadow/Liner,Cream,oily,79.9,2.3
650,Dr. Feelgood,Face,sensitive,74.9,2.4
651,Dual Pencil Sharpener,Sharpener,sensitive,103.2,1.7
652,READY Eyeshadow Palette,Eye Palette,sensitive,59.2,3.9
653,False Eyelashes,False Eyelashes,sensitive,135.5,2.3
654,Fine-One-One,Powder,dry,43.0,2.6
655,Foamingly Clean Facial Wash,Foaming,sensitive,89.2,2.7
656,Foundation,Face,oily,16.8,2.0
657,Full-Finish Lipstick,Lipstick,sensitive,105.2,3.1
658,Girl Meets Pearl,Liquid,oily,109.3,3.6
659,Hard Angle / Definer,Eye,oily,89.5,2.2
660,High Brow,Pencil,sensitive,28.9,2.9
661,High Brow Glow,Pencil,oily,48.3,3.6
662,Individual False Eyelashes,False Eyelashes,sensitive,30.0,1.7
663,Instant Brow Pencil,Pencil,sensitive,93.6,2.3
664,It's Potent! Eye Cream,Eye Cream,dry,63.9,2.2
665,Lash Glue,False Eyelash Adhesive,dry,149.4,2.5
666,Lemon Aid,Eye,sensitive,66.6,2.8
667,Lip Plump,Lip,oily,73.0,2.7
668,Longwear Powder Shadow,Powder,dry,72.7,2.2
669,Magic Ink,Liquid,sensitive,80.4,1.6
670,Moisture Prep Toning Lotion,Toner,oily,113.9,2.4
672,Pocket Pal,Lipgloss,sensitive,103.5,2.8
673,Posiepal,Lipgloss,oily,67.4,0.8
674,Powder Shadow,Eye,dry,55.5,2.3
675,prrrowl mascara & lip gloss,Lipgloss,oily,148.7,2.8
676,Refined Finish Facial Polish,Facial Exfoliator,dry,72.4,2.9
677,Remove It Makeup Remover,Makeup Remover,sensitive,72.2,0
678,Silky-Finish Lipstick,Lipstick,sensitive,140.1,2.1
679,Speed Brow,Gel,dry,15.1,2.5
680,Stay Don't Stray,Eye,oily,48.1,3.1
681,Stay Donâ€™t Stray,Eye,sensitive,140.3,3.0
682,Sun Beam,Liquid,sensitive,42.9,1.9
683,Take a Pictureâ€¦It Lasts Longerâ€¦,Powder,dry,67.1,2.1
684,That Gal,Face,dry,101.3,2.3
685,They're Real! Mascara,Lengthening,sensitive,87.1,1.3
686,They're Real! Mascara deluxe Mini,Volumizing,oily,131.2,2.6
687,Tweezerman for Benefit Brow Shaping,Eye,sensitive,140.1,1.9
688,Tweezerman for Benefit Pointed Slant Tweezer,Tweezers,sensitive,15.4,2.2
689,Tweezerman for Benefit ProCurl Curler,Eyelash Curler,oily,132.5,2.6
690,Tweezerman for Benefit Slant Tweezer,Tweezers,dry,37.8,2.0
691,Ultra Plush Lip Gloss,Lipgloss,dry,145.8,2.3
692,Ultra Plush Lipgloss,Lipgloss,oily,17.0,1.2
693,Ultra Radiance Facial Re-Hydrating Mist,Facial Mist,sensitive,148.0,2.2
694,Ultra Shines,Lipgloss,sensitive,104.0,3.0
695,Velvet Eyeshadow,Powder,dry,67.4,2.5
696,Brow Palette,Eye Palette,oily,123.2,3.0
697,Brow Zings Powder,Powder,dry,72.0,2.7
698,Brow Zings Wax,Wax,oily,98.6,1.5
699,Eye Bright,Powder,sensitive,113.1,1.7
700,Brow Highlighter Powder,Powder,dry,128.7,3.8
701,Natural-Shaded Powder,Powder,oily,34.6,1.3
702,Makeup Palette,Makeup Palette,dry,53.9,1.9
703,Ultra Shines lip Shine,Lipgloss,dry,67.1,2.9
704,Eye Palette,Eye Palette,sensitive,107.5,1.1
705,Base Shadow,Powder,sensitive,58.6,0.6
706,Countour Shadow,Powder,oily,39.6,2.7
707,Highlight Shadow,Powder,sensitive,32.0,2.1
708,Contour Shadow,Powder,oily,111.8,3.6
709,Liner Shadow,Powder,dry,117.5,2.8
710,Eyeshadow,Powder,oily,141.5,2.5
711,Liquid Highlighter,Liquid,sensitive,143.2,2.6
712,Lip Gloss,Lipgloss,dry,15.2,4.2
713,All In One 3 Way Glaze,Base Coat,oily,50.2,1.0
714,Apricot Cuticle Oil,Treatment,sensitive,87.4,3.2
715,Fill In the Gap Treatment,Treatment,dry,113.3,2.2
716,First Base Base Coat,Base Coat,oily,93.3,2.6
717,Good to Go Top Coat,Top Coat,oily,88.9,1.3
718,Grow Faster Base Coat,Base Coat,oily,124.2,2.2
719,Grow Stronger Base Coat,Base Coat,sensitive,84.7,1.2
720,Millionails Treatment,Treatment,dry,38.5,0.6
721,Nail Lacquer,Nail Color,oily,105.0,2.5
722,No Chips Ahead Top Coat,Top Coat,dry,73.5,2.0
723,Protein Base Coat,Base Coat,sensitive,13.6,2.2
724,Ridge Filling Base Coat,Base Coat,sensitive,11.5,3.7
725,Sensitivity Base Coat,Base Coat,dry,141.7,2.8
726,Nail Lacquer,Nail Color,sensitive,57.8,2.5
727,Lip Color,Lipstick,sensitive,15.5,2.7
728,2 Second Nail Primer,Treatment,dry,58.6,2.6
729,Addicted to Speed,Fast Dry Coat,oily,54.1,3.4
730,Cuticle Oil,Treatment,oily,15.9,2.7
731,Cuticle Remover,Treatment,dry,17.0,2.2
732,Fast Girls Base Coat,Base Coat,oily,67.5,3.1
733,Flat Top,Top Coat,oily,130.3,3.2
734,Foot Fetish,Foot Care,dry,116.0,3.7
735,Get Off Callus Softener,Foot Care,sensitive,138.9,1.7
736,Hard Rock,Base Coat,oily,129.9,3.4
737,On a Clear Day,Top Coat,sensitive,127.9,2.0
738,Rehydrating Base Coat,Base Coat,sensitive,53.1,2.5
739,Rich Girl Broad Spectrum SPF 25 Hand Cream,Cream,dry,49.1,2.6
740,Ridge Filler Base Coat,Base Coat,dry,127.2,3.1
741,Smoother Operator,Nail File,oily,97.3,1.9
742,Soul Mission,Foot Care,oily,127.3,3.8
743,Steppin' Out,Foot Care,oily,99.5,2.9
744,The Stripper,Polish Remover,dry,56.3,2.5
745,The Stripper to Go,Polish Remover,sensitive,15.4,2.2
746,Tools of the Trade,Tools,dry,103.4,2.1
747,Turn Back Time,Base Coat,sensitive,107.4,2.6
748,Umbrella,Top Coat,sensitive,17.9,2.3
749,Anchor Base Coat,Base Coat,sensitive,35.6,2.1
750,Fast Drops Drying Drops,Fast Dry Coat,sensitive,95.6,2.8
751,Get Even Ridge Filler Base Coat,Base Coat,oily,99.5,1.1
752,Hot Lips Lip Gloss,Lipgloss,dry,93.5,2.4
753,Nail Lacquer,Nail Color,dry,141.9,2.0
754,Remove Plus Nail Polish Remover,Polish Remover,dry,25.9,3.5
755,Renew Nail Polish Rejuvenator,Nail Lacquer,oily,101.8,2.1
756,Calcium Gel Fortifier,Treatment,sensitive,137.9,2.3
757,Fast Forward Top Coat,Top Coat,oily,27.9,3.5
758,Fast Freeze Quick Dry,Fast Dry Coat,sensitive,127.0,0
759,First & Last,Base Coat,dry,81.7,2.2
760,Nail Lacquer,Nail Color,sensitive,83.2,2.9
761,Nail Strengthener & Growth Formula,Treatment,oily,67.6,2.2
762,No-Chip Top Coat,Top Coat,dry,144.5,2.0
763,Orange Cuticle Oil,Treatment,sensitive,144.9,2.3
764,Patent Leather Top Coat,Top Coat,dry,82.2,2.3
765,Ridge Filler Base Coat,Base Coat,dry,27.6,3.8
766,Strong Adhesion Base Coat,Base Coat,sensitive,40.9,3.6
767,0-60 Top Coat,Fast Dry Coat,sensitive,115.6,3.6
768,Chip Free,Base Coat,sensitive,132.5,2.8
769,Cuticle Soothe,Treatment,oily,53.0,2.2
770,Dry Ice Drops,Fast Dry Coat,sensitive,64.0,2.4
771,Loosen Up,Treatment,dry,10.7,2.0
772,Milky White Base,Base Coat,oily,124.7,3.2
773,Nail Lacquer,Nail Color,oily,84.3,2.9
774,Smooth Operator,Treatment,dry,142.1,3.4
775,Stuck on You,Base Coat,sensitive,127.8,1.7
776,Vitabase,Treatment,oily,126.7,3.0
777,Vivid,Top Coat,sensitive,114.7,2.1
778,Get It On,Base Coat,sensitive,38.2,2.9
779,Nail Lacquer,Nail Color,oily,75.5,2.6
780,Wicked Fast,Fast Dry Coat,oily,57.9,2.6
781,Nail Lacquer,Nail Color,oily,138.1,3.2
782,Foundation Base Coat,Base Coat,oily,101.8,2.4
783,Nail Lacquer Thinner,Nail Lacquer,sensitive,123.3,0.9
784,Non Acetone Polish Remover,Polish Remover,sensitive,109.3,2.0
785,Diamont Seal & Shine Quick Dry Top Coat,Fast Dry Coat,sensitive,64.1,1.5
786,Cucumber Cuticle & Nail Oil,Treatment,oily,36.0,4.0
787,Cuticle Oil Cucumber,Treatment,oily,69.8,2.5
788,Foundation Base Coat Professional,Base Coat,oily,71.2,3.3
789,Freeze Dry,Fast Dry Coat,oily,117.8,1.7
790,Grape Fruit Cuticle Oil,Treatment,sensitive,121.5,3.3
791,Nail Weaver,Treatment,oily,81.1,1.4
792,NU-Nails Natural,Treatment,sensitive,145.0,2.4
793,Nubar UV Protection Topcoat,Top Coat,oily,90.6,1.1
794,Passion Fruit Cuticle Oil,Treatment,oily,123.7,1.9
795,Porcelain Base Coat,Base Coat,oily,93.7,3.2
796,Vanilla Cuticle Oil,Treatment,sensitive,90.0,2.1
797,V For Men matte Finish Top Coat,Top Coat,dry,45.5,4.7
798,Sweet Almond,Treatment,dry,104.0,2.6
799,Ridge Filler,Base Coat,dry,32.3,1.1
800,Porcelain Base Coat Natural Nails,Base Coat,dry,67.2,1.8
801,Ultimate Oval #10,Nail,dry,94.2,2.0
802,Ultimate Round #10,Nail,dry,34.1,2.4
803,Artist Round #3,Nail,oily,74.6,3.2
804,Detailer Oval #6,Nail,sensitive,145.6,2.5
805,Oval Detailer Round #6,Nail,sensitive,140.9,0.9
806,Oval Detailer #7,Nail,oily,55.0,1.0
807,Styling Round #8,Nail,oily,105.8,2.3
808,Oval Sculpting Kolynski Brush,Nail,sensitive,126.3,3.6
809,UV Gel Brush,Nail,oily,62.5,1.7
810,UV Gel Brush Wood Handle,Nail,dry,138.1,3.1
811,Magic Buffer,Nail File,dry,79.9,3.1
812,Basic Cuticle Pusher,Tools,sensitive,27.5,2.8
813,Black Head Remover,Tools,dry,49.8,3.2
814,Black Nail Tip Clipper,Tools,oily,120.9,2.4
815,Blue Nail Tip Clipper,Tools,oily,34.0,0.8
816,Cuticle Pusher,Tools,dry,23.5,2.8
817,Cuticle Pusher W/Pusher,Tools,dry,66.5,3.1
818,Hang Nail Clipper,Tools,dry,42.8,3.1
819,Nail Gem Pacing Tool,Tools,oily,131.5,1.8
820,Professional Toe Nail Clipper (Moon),Tools,dry,54.6,1.9
821,Purple Nail Tip Clipper,Tools,sensitive,82.8,2.8
822,Red nail Tip Clipper,Tools,sensitive,88.3,2.3
823,Slanted-Ingrown nail File,Tools,sensitive,74.6,3.8
824,Spoon Cuticle Pusher W/Knife,Tools,dry,101.0,1.4
825,Stork mesh Scissor,Tools,oily,76.3,3.1
826,Teal Nail Tip Clipper,Tools,sensitive,84.0,2.6
827,Two Sided Spoon/Cuticle Pusher,Tools,oily,110.5,2.4
828,Delicious Pear Skin Essentials,Lotion,sensitive,117.8,2.4
829,Euphoria Skin Essentials,Lotion,sensitive,54.0,2.2
830,Hypnotic Skin Essentials,Lotion,sensitive,96.3,3.7
831,Island Breeze Skin Essentials,Lotion,sensitive,55.1,2.9
832,Pomegranate Delight,Lotion,sensitive,71.4,2.3
833,Vanilla Passion Skin Essentials,Lotion,dry,35.9,2.1
834,NUVGB UV Ultimate Gel Brush,Nail,sensitive,132.8,0.8
835,Black Currant Sandalwood Massage Oil,Oil,oily,149.6,3.5
836,Konna Latte Foot Butter,Cream,oily,86.7,3.6
837,Konna Latte Foot Scrub,Exfoliators & Scrubs,dry,127.9,2.2
838,Lavender Sage Foot Butter,Cream,dry,110.7,1.9
839,Lavender Sage Foot Scrub,Exfoliators & Scrubs,sensitive,98.7,2.0
840,Lavender Sage Sugar Hand Scrub,Exfoliators & Scrubs,dry,75.1,2.6
841,Sherbet Splash Foot Butter,Cream,dry,71.7,2.3
842,Sherbet Splash Foot Scrub,Exfoliators & Scrubs,oily,72.8,1.2
843,Waterfall Mist Foot Soak,Exfoliators & Scrubs,oily,121.0,2.8
844,3-Way Buffer,Nail File,dry,56.4,1.8
845,Artificial Nail Remover,Polish Remover,dry,99.0,2.6
846,Black Board,Nail File,dry,66.3,2.2
847,Bonder Rubberized Polish Gripping Basecoat,Base Coat,oily,39.3,2.8
848,Calcium Shield Nail Builder,Treatment,dry,81.3,2.0
849,Clean Prep,Treatment,oily,121.0,1.5
850,Cuticare Pair,Treatment,dry,21.7,1.6
851,Cuticle Care Complex Cuticle & Nail Treatment Oil,Treatment,sensitive,115.8,2.6
852,Cuticle Oil+ Cuticle & Nail Treatment Oil,Treatment,sensitive,25.8,2.8
853,Cuticle Therapy CrÃ¨me,Treatment,oily,102.1,2.6
854,Cutique Cuticle & Stain Remover,Treatment,sensitive,10.9,2.2
855,Double-Time Shine,Nail File,sensitive,138.2,3.6
856,Extra Strength Formula Nail Polish Remover,Polish Remover,dry,130.7,2.1
857,Flash Dry Quick-Dry High Shine Drops,Fast Dry Coat,oily,111.5,0.9
858,Fungus MD,Treatment,sensitive,66.9,2.9
859,Garnet Board,Nail File,dry,20.0,3.8
860,Gel FX,Nail Color,dry,33.3,1.7
861,Gentle Formula Nail Polish Remover,Polish Remover,oily,68.9,1.9
862,Glosser High-Shine Topcoat,Top Coat,oily,56.0,1.7
863,In a Snap Quick-Dry Topcoat,Fast Dry Coat,sensitive,50.7,3.1
864,Magnifique French Manicure Topcoat,Top Coat,dry,91.9,2.0
865,Matte Top Matte Finish Topcoat,Top Coat,oily,85.6,2.8
866,Nail Armor Strengthening Smoothing Basecoat,Base Coat,dry,127.2,2.9
867,Nail Lacquer,Nail Color,sensitive,100.6,3.5
868,Nail Rescue,Treatment,dry,122.0,0.0
869,Nail Whitener,Treatment,oily,40.1,2.6
870,Nails for Males,Top Coat,sensitive,109.0,2.8
871,Nailtrition Strengthening & Growth Treatment,Treatment,sensitive,74.8,2.3
872,No Bite Nail Bite Deterrent,Treatment,sensitive,141.7,1.3
873,Polishield 3-in-1 Topcoat,Top Coat,oily,116.0,2.7
874,PrimeTime Chip Preventing Primer,Base Coat,dry,27.5,2.7
875,Rich Renewal Ultra-Hydrating CrÃ¨me Paradise,Cream,oily,55.1,1.2
876,Rich Renewal Ultra-Hydrating CrÃ¨me Passion,Cream,dry,86.1,3.2
877,Rich Renewal Ultra-Hydrating CrÃ¨me Peace,Cream,dry,128.3,2.6
878,Rich Renewal Ultra-Hydrating CrÃ¨me Pucker,Cream,dry,63.0,2.1
879,Ridgefiller Smoothing Primer Basecoat,Base Coat,oily,147.6,2.5
880,Sec 'n Dry Multi-Layer Quick-Dry Topcoat,Fast Dry Coat,sensitive,66.5,2.5
881,Smudge Fixer,Polish Remover,sensitive,141.5,2.5
882,Spritz Dry Quick-Dry Conditioning Mist,Fast Dry Coat,oily,96.0,2.8
883,Sunscreen for Nails UV Protection Topcoat,Top Coat,oily,126.2,2.2
884,Top 2 Bottom Basecoat & Topcoat All-in-One,Base Coat,sensitive,117.4,1.9
885,Tough Cookie Nail Strengthener,Treatment,sensitive,77.2,3.6
886,Won't Chip Chip Resistant Topcoat,Top Coat,dry,106.6,2.4
887,Zebra Foam Board,Nail File,dry,108.0,3.3
888,Base Coat,Base Coat,oily,80.6,2.6
889,Base Coat Prep,Base Coat,dry,79.1,3.1
890,Matte Top Coat,Top Coat,dry,35.8,1.0
891,Nail Lacquer,Nail Color,oily,79.7,2.1
892,Top Coat,Top Coat,oily,77.6,2.4
893,180/240 Grit Sanitizable Eco File medium/fine,Nail File,dry,122.7,2.2
894,240/320 Grit Eco File fine/ultra-fine,Nail File,sensitive,135.4,2.9
895,Andale Dry & Shine Drops,Fast Dry Coat,sensitive,130.9,2.5
896,Center Yourself Organic Balancing Body Wrap,Body,oily,131.3,2.6
898,Cuti-Clean Cuticle & Stain Remover,Treatment,oily,134.8,2.2
899,Cuti-Cocktail Pen & Pusher,Treatment,sensitive,79.4,0.8
900,Cuti-Quench Cuticle CrÃ¨me,Cream,oily,95.1,2.0
